Shipment_ID,Date,Year,Month,Quarter,Carrier,Origin,Destination,Cargo_Type,Mode,Client_Type,Incoterm,Warehouse,Analyst,Planned_Days,Actual_Days,Delay_Days,On_Time,Cargo_Value,Freight_Cost,SLA_Penalty,Customs_Hold,Delivered
SHP-354196,2024-08-25,2024,8,3,Kuehne+Nagel,Dubai,Dubai,Consumer Goods,Sea Freight,SMB,FOB,WH-Central,Analyst_A,20,19,0,1,9570.66,929.86,0.0,0,1
SHP-167482,2023-05-08,2023,5,2,Maersk,Singapore,New York,Electronics,Air Freight,Enterprise,EXW,WH-West,Analyst_A,3,2,0,1,4629.57,1134.26,0.0,0,1
SHP-146503,2022-07-16,2022,7,3,Maersk,New York,Los Angeles,Automotive,Rail,Enterprise,FOB,WH-North,Analyst_B,11,10,0,1,1304.88,879.93,0.0,0,1
SHP-959985,2023-01-07,2023,1,1,Maersk,Busan,Toronto,Perishables,Sea Freight,Startup,DDP,WH-South,Analyst_B,20,22,2,0,6364.38,770.11,12.84,0,1
SHP-289707,2022-01-09,2022,1,1,Kuehne+Nagel,Busan,Tokyo,Chemicals,Sea Freight,SMB,EXW,WH-Central,Analyst_E,20,20,0,1,661.01,613.2,0.0,0,1
SHP-965782,2023-06-06,2023,6,2,UPS,Hamburg,Hamburg,Pharma,Rail,Government,DDP,WH-North,Analyst_C,9,8,0,1,4941.12,654.48,0.0,0,1
SHP-440029,2024-02-29,2024,2,1,DB Schenker,Tokyo,New York,Automotive,Sea Freight,Startup,DDP,WH-East,Analyst_E,21,21,0,1,3675.97,247.1,0.0,0,1
SHP-971669,2023-04-19,2023,4,2,FedEx,Los Angeles,London,Textiles,Rail,Enterprise,FOB,WH-Central,Analyst_D,9,8,0,1,5680.22,851.29,0.0,0,1
SHP-848652,2022-03-19,2022,3,1,CMA CGM,Los Angeles,Hamburg,Consumer Goods,Air Freight,Enterprise,CIF,WH-North,Analyst_C,3,3,0,1,3110.2,1335.09,0.0,0,1
SHP-240339,2022-10-04,2022,10,4,XPO Logistics,Shanghai,Mumbai,Consumer Goods,Air Freight,Startup,CIF,WH-Central,Analyst_C,3,3,0,1,811.28,1052.22,0.0,0,1
SHP-196387,2023-08-14,2023,8,3,XPO Logistics,Dubai,Tokyo,Chemicals,Sea Freight,SMB,FOB,WH-Central,Analyst_E,22,22,0,1,4088.33,924.0,0.0,0,1
SHP-876783,2023-02-04,2023,2,1,CMA CGM,Rotterdam,Toronto,Consumer Goods,Road,SMB,CIF,WH-West,Analyst_E,5,4,0,1,25692.96,1699.53,0.0,0,1
SHP-444093,2022-03-05,2022,3,1,Kuehne+Nagel,London,Los Angeles,Perishables,Rail,SMB,FOB,WH-South,Analyst_E,8,13,5,0,41047.69,2178.53,90.77,0,1
SHP-754646,2022-12-30,2022,12,4,FedEx,New York,Mumbai,Perishables,Road,Startup,CIF,WH-North,Analyst_E,6,5,0,1,183500.0,11872.33,0.0,0,1
SHP-434825,2022-11-02,2022,11,4,UPS,New York,Toronto,Consumer Goods,Sea Freight,SMB,FOB,WH-East,Analyst_B,23,23,0,1,75513.64,3467.02,0.0,0,1
SHP-710123,2024-04-05,2024,4,2,Kuehne+Nagel,London,Sydney,Automotive,Road,Startup,DDP,WH-Central,Analyst_D,5,5,0,1,1260.09,873.09,0.0,1,1
SHP-192356,2023-07-26,2023,7,3,FedEx,Hamburg,Sydney,Consumer Goods,Air Freight,Startup,EXW,WH-West,Analyst_A,2,5,3,0,3851.6,1135.26,11.35,0,0
SHP-461263,2022-08-22,2022,8,3,CMA CGM,Singapore,Mumbai,Consumer Goods,Sea Freight,Enterprise,DAP,WH-East,Analyst_B,20,20,0,1,6652.27,809.15,0.0,0,1
SHP-715453,2023-07-23,2023,7,3,DHL,Busan,Los Angeles,Pharma,Road,Startup,CIF,WH-West,Analyst_A,6,5,0,1,6086.09,830.93,0.0,0,1
SHP-496066,2023-05-10,2023,5,2,XPO Logistics,Rotterdam,London,Chemicals,Rail,Government,FOB,WH-West,Analyst_B,12,29,17,0,7581.97,812.02,82.83,0,1
SHP-324533,2022-06-22,2022,6,2,XPO Logistics,Singapore,London,Perishables,Rail,SMB,FOB,WH-North,Analyst_D,9,8,0,1,183500.0,9292.06,0.0,0,1
SHP-365849,2022-12-23,2022,12,4,CMA CGM,Rotterdam,Toronto,Pharma,Sea Freight,Startup,DDP,WH-Central,Analyst_C,23,22,0,1,1482.87,794.25,0.0,0,1
SHP-516781,2022-10-27,2022,10,4,DB Schenker,London,Tokyo,Electronics,Sea Freight,Startup,FOB,WH-North,Analyst_E,23,22,0,1,2499.7,1010.51,0.0,0,0
SHP-147164,2022-02-28,2022,2,1,FedEx,Hamburg,Hamburg,Perishables,Sea Freight,Enterprise,DDP,WH-West,Analyst_A,21,20,0,1,70565.83,3245.42,0.0,0,1
SHP-129131,2024-07-26,2024,7,3,XPO Logistics,New York,London,Textiles,Road,Government,DAP,WH-South,Analyst_E,4,4,0,1,2870.25,909.7,0.0,0,1
SHP-313598,2022-04-28,2022,4,2,XPO Logistics,New York,London,Pharma,Road,SMB,DDP,WH-South,Analyst_D,5,5,0,1,12000.5,1134.03,0.0,0,1
SHP-390678,2022-06-16,2022,6,2,DHL,New York,Singapore,Automotive,Road,Startup,CIF,WH-East,Analyst_B,7,6,0,1,29765.63,2449.72,0.0,0,1
SHP-244744,2022-07-10,2022,7,3,XPO Logistics,Busan,Sydney,Consumer Goods,Rail,SMB,CIF,WH-North,Analyst_D,11,11,0,1,13689.29,971.56,0.0,0,1
SHP-196398,2023-04-28,2023,4,2,XPO Logistics,Rotterdam,Tokyo,Automotive,Air Freight,Government,CIF,WH-South,Analyst_B,5,5,0,1,9015.78,1855.15,0.0,0,1
SHP-528242,2022-04-20,2022,4,2,XPO Logistics,Busan,New York,Consumer Goods,Sea Freight,Enterprise,EXW,WH-South,Analyst_D,23,23,0,1,25978.16,1409.31,0.0,0,1
SHP-310321,2022-02-12,2022,2,1,Kuehne+Nagel,Los Angeles,Sydney,Machinery,Sea Freight,SMB,CIF,WH-East,Analyst_B,22,22,0,1,1938.21,1048.78,0.0,0,1
SHP-232531,2024-11-18,2024,11,4,DHL,Dubai,Sydney,Machinery,Air Freight,Enterprise,FOB,WH-South,Analyst_D,2,1,0,1,3400.42,1075.11,0.0,0,1
SHP-243845,2023-11-30,2023,11,4,Kuehne+Nagel,London,London,Electronics,Rail,SMB,DDP,WH-North,Analyst_C,9,11,2,0,14676.44,1159.42,13.91,0,1
SHP-815288,2024-05-20,2024,5,2,CMA CGM,Singapore,Toronto,Consumer Goods,Rail,Startup,EXW,WH-South,Analyst_C,10,11,1,0,500.0,812.98,2.71,0,1
SHP-505798,2024-08-26,2024,8,3,XPO Logistics,Singapore,Singapore,Textiles,Air Freight,Enterprise,CIF,WH-West,Analyst_E,3,3,0,1,51138.83,6505.21,0.0,0,1
SHP-476972,2023-07-08,2023,7,3,CMA CGM,Busan,Tokyo,Chemicals,Sea Freight,Government,FOB,WH-West,Analyst_B,20,20,0,1,10560.83,685.73,0.0,0,1
SHP-945900,2022-01-03,2022,1,1,FedEx,Los Angeles,Los Angeles,Textiles,Rail,Startup,CIF,WH-South,Analyst_D,9,8,0,1,8534.28,1010.13,0.0,0,1
SHP-108400,2024-07-25,2024,7,3,DHL,Los Angeles,New York,Chemicals,Road,SMB,DDP,WH-South,Analyst_D,4,3,0,1,681.68,680.02,0.0,0,1
SHP-917963,2022-02-28,2022,2,1,Maersk,New York,Sydney,Pharma,Rail,SMB,FOB,WH-Central,Analyst_B,11,10,0,1,1109.73,366.75,0.0,1,1
SHP-527262,2022-06-27,2022,6,2,DHL,Tokyo,New York,Chemicals,Sea Freight,Startup,FOB,WH-Central,Analyst_D,23,23,0,1,3905.76,967.85,0.0,1,1
SHP-122322,2024-11-27,2024,11,4,Maersk,New York,London,Electronics,Road,SMB,DAP,WH-East,Analyst_D,4,4,0,1,21571.5,1517.1,0.0,0,1
SHP-131437,2023-05-11,2023,5,2,DB Schenker,Dubai,Singapore,Electronics,Air Freight,Government,DAP,WH-South,Analyst_B,3,3,0,1,500.0,373.31,0.0,0,0
SHP-654045,2024-12-07,2024,12,4,DB Schenker,Singapore,Hamburg,Pharma,Sea Freight,Government,DDP,WH-North,Analyst_E,23,23,0,1,20996.54,1286.7,0.0,0,1
SHP-334908,2024-08-07,2024,8,3,DHL,Shanghai,Sydney,Consumer Goods,Rail,SMB,DAP,WH-Central,Analyst_D,10,10,0,1,4125.06,822.15,0.0,0,1
SHP-697829,2023-01-29,2023,1,1,UPS,Singapore,London,Chemicals,Air Freight,Enterprise,FOB,WH-North,Analyst_B,3,2,0,1,5006.08,1236.31,0.0,0,1
SHP-372879,2022-08-19,2022,8,3,Kuehne+Nagel,Busan,London,Textiles,Sea Freight,Enterprise,DDP,WH-East,Analyst_B,20,28,8,0,9841.28,1032.48,27.53,1,1
SHP-823614,2024-05-26,2024,5,2,Kuehne+Nagel,London,Dubai,Automotive,Road,SMB,EXW,WH-North,Analyst_A,4,3,0,1,10063.02,985.29,0.0,0,1
SHP-453188,2023-04-12,2023,4,2,XPO Logistics,Dubai,Singapore,Perishables,Sea Freight,Startup,DAP,WH-Central,Analyst_A,19,19,0,1,2503.61,581.59,0.0,0,1
SHP-159794,2022-07-10,2022,7,3,XPO Logistics,Singapore,Toronto,Automotive,Road,Enterprise,CIF,WH-Central,Analyst_C,7,9,2,0,16655.53,1688.15,16.88,0,1
SHP-374352,2023-05-16,2023,5,2,Kuehne+Nagel,Busan,Mumbai,Chemicals,Rail,SMB,DAP,WH-West,Analyst_E,9,8,0,1,500.0,228.1,0.0,0,1
SHP-130293,2022-04-27,2022,4,2,DB Schenker,New York,Mumbai,Machinery,Sea Freight,Government,FOB,WH-North,Analyst_C,23,26,3,0,3629.16,1141.61,13.7,0,1
SHP-389979,2024-03-24,2024,3,1,UPS,Dubai,Toronto,Machinery,Rail,SMB,DAP,WH-East,Analyst_D,12,11,0,1,8542.14,842.7,0.0,0,1
SHP-509236,2023-04-28,2023,4,2,DHL,Hamburg,Singapore,Chemicals,Road,Startup,EXW,WH-West,Analyst_D,6,6,0,1,4214.17,477.16,0.0,0,1
SHP-197436,2023-08-26,2023,8,3,DHL,Shanghai,Dubai,Consumer Goods,Road,Enterprise,CIF,WH-West,Analyst_B,4,5,1,0,516.08,562.57,1.88,0,1
SHP-211572,2024-02-29,2024,2,1,CMA CGM,Dubai,Tokyo,Consumer Goods,Road,SMB,DDP,WH-East,Analyst_D,6,5,0,1,20113.06,1610.31,0.0,0,1
SHP-830452,2022-10-23,2022,10,4,CMA CGM,Hamburg,New York,Pharma,Road,SMB,FOB,WH-South,Analyst_D,6,14,8,0,1171.49,359.97,19.2,0,1
SHP-278165,2024-12-17,2024,12,4,DHL,Hamburg,Mumbai,Electronics,Air Freight,Startup,CIF,WH-East,Analyst_B,2,1,0,1,6243.73,1347.0,0.0,0,1
SHP-973783,2024-04-16,2024,4,2,XPO Logistics,Rotterdam,Singapore,Textiles,Sea Freight,Startup,DDP,WH-South,Analyst_D,23,23,0,1,8534.31,732.06,0.0,0,1
SHP-142239,2023-12-20,2023,12,4,Maersk,Tokyo,Los Angeles,Machinery,Rail,Enterprise,FOB,WH-West,Analyst_E,12,11,0,1,7066.32,873.76,0.0,0,1
SHP-420735,2022-04-01,2022,4,2,XPO Logistics,Los Angeles,Mumbai,Consumer Goods,Road,Government,CIF,WH-North,Analyst_A,4,4,0,1,36007.71,2973.71,0.0,1,0
SHP-659181,2022-09-22,2022,9,3,DB Schenker,Hamburg,Toronto,Electronics,Air Freight,Startup,EXW,WH-South,Analyst_E,5,4,0,1,6371.1,1700.73,0.0,0,1
SHP-566014,2022-08-12,2022,8,3,FedEx,New York,Hamburg,Consumer Goods,Rail,Enterprise,DAP,WH-North,Analyst_B,11,10,0,1,12590.58,1064.84,0.0,0,1
SHP-317152,2023-01-01,2023,1,1,Kuehne+Nagel,Hamburg,Mumbai,Chemicals,Air Freight,Enterprise,DDP,WH-South,Analyst_E,3,2,0,1,6347.29,1157.39,0.0,0,1
SHP-223083,2023-03-13,2023,3,1,FedEx,Busan,Mumbai,Perishables,Road,Startup,DDP,WH-Central,Analyst_E,5,4,0,1,16375.78,1382.08,0.0,0,1
SHP-165898,2023-12-28,2023,12,4,CMA CGM,Singapore,New York,Pharma,Road,Government,EXW,WH-Central,Analyst_D,5,4,0,1,49492.82,3880.06,0.0,0,1
SHP-562029,2022-11-11,2022,11,4,XPO Logistics,Dubai,Singapore,Automotive,Rail,Enterprise,EXW,WH-Central,Analyst_B,10,10,0,1,8349.0,1020.71,0.0,0,1
SHP-350456,2024-01-28,2024,1,1,DHL,Tokyo,Toronto,Consumer Goods,Sea Freight,Government,DAP,WH-West,Analyst_C,21,21,0,1,20803.61,1285.14,0.0,1,1
SHP-571991,2024-06-30,2024,6,2,UPS,London,Singapore,Electronics,Sea Freight,SMB,DDP,WH-East,Analyst_A,22,21,0,1,54024.94,2779.46,0.0,0,1
SHP-994761,2023-05-07,2023,5,2,CMA CGM,Rotterdam,Sydney,Consumer Goods,Air Freight,Government,FOB,WH-West,Analyst_E,3,3,0,1,47010.68,6411.16,0.0,0,1
SHP-845076,2022-01-29,2022,1,1,CMA CGM,Busan,Mumbai,Perishables,Road,SMB,EXW,WH-West,Analyst_D,4,3,0,1,3980.03,607.24,0.0,0,1
SHP-434141,2023-08-18,2023,8,3,XPO Logistics,Busan,Los Angeles,Textiles,Air Freight,Enterprise,EXW,WH-North,Analyst_E,2,2,0,1,29840.58,4575.94,0.0,0,1
SHP-878313,2024-07-18,2024,7,3,Maersk,Busan,Mumbai,Perishables,Rail,SMB,DDP,WH-South,Analyst_D,8,7,0,1,9774.27,1434.32,0.0,0,1
SHP-263047,2024-03-28,2024,3,1,UPS,Singapore,Los Angeles,Electronics,Road,Government,DDP,WH-South,Analyst_D,4,3,0,1,33460.3,2503.61,0.0,0,0
SHP-562563,2022-04-07,2022,4,2,FedEx,Busan,Hamburg,Textiles,Sea Freight,SMB,DDP,WH-North,Analyst_C,23,23,0,1,15378.95,1509.95,0.0,0,1
SHP-236312,2022-09-14,2022,9,3,DB Schenker,Dubai,Dubai,Pharma,Air Freight,SMB,EXW,WH-East,Analyst_E,5,4,0,1,10153.99,1527.62,0.0,0,1
SHP-684695,2022-10-08,2022,10,4,XPO Logistics,Hamburg,Dubai,Electronics,Rail,Startup,CIF,WH-West,Analyst_E,9,9,0,1,12707.38,1529.49,0.0,0,1
SHP-412132,2024-06-08,2024,6,2,FedEx,Busan,Singapore,Electronics,Air Freight,SMB,FOB,WH-Central,Analyst_A,5,4,0,1,9864.25,1296.33,0.0,0,1
SHP-935837,2024-12-21,2024,12,4,DB Schenker,New York,Sydney,Perishables,Road,Enterprise,EXW,WH-Central,Analyst_B,6,5,0,1,10426.12,1586.1,0.0,0,0
SHP-119484,2022-10-11,2022,10,4,DB Schenker,Los Angeles,Toronto,Pharma,Air Freight,SMB,EXW,WH-Central,Analyst_E,4,7,3,0,5485.89,923.42,18.47,0,1
SHP-362482,2022-10-29,2022,10,4,DHL,Dubai,Hamburg,Machinery,Rail,SMB,FOB,WH-East,Analyst_E,11,19,8,0,4809.3,897.78,28.73,0,1
SHP-300676,2023-02-02,2023,2,1,CMA CGM,Hamburg,Tokyo,Pharma,Sea Freight,Startup,EXW,WH-South,Analyst_C,22,22,0,1,83568.24,3524.09,0.0,0,1
SHP-454954,2024-02-22,2024,2,1,FedEx,Shanghai,Los Angeles,Chemicals,Road,Startup,FOB,WH-Central,Analyst_B,7,6,0,1,13516.37,1192.33,0.0,0,1
SHP-920417,2024-11-02,2024,11,4,CMA CGM,Busan,Toronto,Consumer Goods,Rail,Startup,DAP,WH-West,Analyst_E,9,8,0,1,3049.18,1028.51,0.0,0,1
SHP-825219,2024-08-22,2024,8,3,Kuehne+Nagel,Shanghai,Sydney,Pharma,Air Freight,Startup,DDP,WH-West,Analyst_B,4,4,0,1,4637.36,1276.57,0.0,0,1
SHP-320366,2024-01-15,2024,1,1,Maersk,Hamburg,Los Angeles,Consumer Goods,Rail,SMB,FOB,WH-North,Analyst_D,12,24,12,0,30690.8,1830.49,73.22,0,1
SHP-626525,2024-03-22,2024,3,1,FedEx,Los Angeles,Los Angeles,Perishables,Sea Freight,Enterprise,EXW,WH-East,Analyst_A,19,38,19,0,2420.73,523.97,82.96,0,1
SHP-433552,2023-11-05,2023,11,4,CMA CGM,Singapore,Tokyo,Chemicals,Road,Startup,DDP,WH-North,Analyst_E,7,6,0,1,841.32,706.99,0.0,0,1
SHP-981313,2022-10-14,2022,10,4,Maersk,Tokyo,Mumbai,Chemicals,Rail,Startup,EXW,WH-South,Analyst_D,11,13,2,0,933.77,716.09,8.59,1,1
SHP-976181,2023-04-28,2023,4,2,DB Schenker,Hamburg,London,Perishables,Sea Freight,Startup,CIF,WH-West,Analyst_C,20,19,0,1,592.91,974.93,0.0,0,1
SHP-543455,2023-12-25,2023,12,4,FedEx,Tokyo,New York,Consumer Goods,Road,SMB,DDP,WH-East,Analyst_B,5,4,0,1,1090.7,738.13,0.0,1,1
SHP-699844,2024-10-03,2024,10,4,XPO Logistics,New York,Singapore,Machinery,Sea Freight,SMB,EXW,WH-Central,Analyst_D,20,19,0,1,1289.12,761.06,0.0,0,1
SHP-271767,2022-09-15,2022,9,3,DHL,Singapore,Singapore,Machinery,Rail,Startup,DAP,WH-West,Analyst_C,10,9,0,1,48917.05,2982.42,0.0,0,1
SHP-267882,2022-06-12,2022,6,2,DHL,Dubai,Hamburg,Perishables,Sea Freight,Government,CIF,WH-Central,Analyst_B,19,18,0,1,6435.37,874.0,0.0,0,0
SHP-752134,2023-11-18,2023,11,4,DB Schenker,Rotterdam,Toronto,Machinery,Road,Startup,DDP,WH-Central,Analyst_B,4,6,2,0,4106.21,619.63,4.96,0,1
SHP-516537,2024-03-17,2024,3,1,Kuehne+Nagel,New York,Dubai,Pharma,Sea Freight,Enterprise,DAP,WH-East,Analyst_E,22,21,0,1,888.63,445.88,0.0,0,1
SHP-818086,2024-03-16,2024,3,1,Maersk,New York,Toronto,Textiles,Road,Government,CIF,WH-Central,Analyst_B,4,16,12,0,5609.35,780.4,31.22,0,1
SHP-353479,2024-04-02,2024,4,2,XPO Logistics,Hamburg,Dubai,Consumer Goods,Air Freight,Enterprise,DAP,WH-Central,Analyst_D,3,3,0,1,585.93,432.09,0.0,0,1
SHP-898916,2022-02-20,2022,2,1,DB Schenker,Dubai,London,Pharma,Air Freight,Enterprise,EXW,WH-West,Analyst_A,3,4,1,0,4070.56,1309.09,8.73,1,1
SHP-212941,2023-08-25,2023,8,3,UPS,London,London,Machinery,Air Freight,Enterprise,EXW,WH-East,Analyst_E,2,1,0,1,128077.21,16035.29,0.0,0,1
SHP-439771,2024-10-28,2024,10,4,Kuehne+Nagel,Busan,Los Angeles,Machinery,Air Freight,Enterprise,DAP,WH-South,Analyst_C,5,5,0,1,17599.22,2645.28,0.0,1,1
SHP-618174,2023-06-19,2023,6,2,Maersk,Singapore,Tokyo,Automotive,Rail,Government,EXW,WH-North,Analyst_E,11,11,0,1,5103.67,966.71,0.0,0,1
SHP-554130,2022-05-27,2022,5,2,Kuehne+Nagel,Tokyo,Dubai,Electronics,Sea Freight,Enterprise,FOB,WH-East,Analyst_D,22,22,0,1,18476.25,1229.14,0.0,0,1
SHP-799158,2022-07-28,2022,7,3,CMA CGM,Busan,New York,Electronics,Road,Startup,EXW,WH-South,Analyst_C,7,6,0,1,3281.23,381.85,0.0,0,0
SHP-158526,2023-06-29,2023,6,2,CMA CGM,Dubai,Sydney,Perishables,Sea Freight,Startup,DDP,WH-Central,Analyst_A,20,20,0,1,2209.32,237.0,0.0,0,1
SHP-237878,2022-10-26,2022,10,4,Maersk,New York,Mumbai,Textiles,Road,SMB,DDP,WH-West,Analyst_D,4,4,0,1,76860.83,5305.49,0.0,0,1
SHP-141132,2022-11-14,2022,11,4,CMA CGM,Dubai,Toronto,Chemicals,Sea Freight,SMB,FOB,WH-South,Analyst_B,23,23,0,1,1361.57,469.09,0.0,0,0
SHP-824598,2023-11-13,2023,11,4,UPS,New York,Hamburg,Perishables,Rail,Government,DDP,WH-East,Analyst_D,9,8,0,1,4159.75,660.9,0.0,0,1
SHP-464037,2024-07-31,2024,7,3,DB Schenker,Busan,Sydney,Textiles,Air Freight,Startup,DAP,WH-North,Analyst_C,3,3,0,1,10600.42,1491.5,0.0,0,1
SHP-177659,2024-05-09,2024,5,2,DHL,Busan,Hamburg,Machinery,Air Freight,SMB,CIF,WH-West,Analyst_D,2,1,0,1,1823.21,497.19,0.0,0,1
SHP-205763,2023-01-02,2023,1,1,UPS,Singapore,London,Textiles,Road,Government,DAP,WH-East,Analyst_B,5,6,1,0,17273.13,1383.67,4.61,0,1
SHP-341835,2023-07-22,2023,7,3,DHL,Busan,London,Perishables,Sea Freight,SMB,CIF,WH-North,Analyst_D,21,21,0,1,4449.54,798.89,0.0,0,1
SHP-172667,2023-12-11,2023,12,4,DB Schenker,Dubai,Singapore,Perishables,Rail,Enterprise,EXW,WH-South,Analyst_C,11,10,0,1,17601.88,1144.26,0.0,0,1
SHP-823536,2022-04-09,2022,4,2,FedEx,New York,Sydney,Automotive,Sea Freight,SMB,DDP,WH-East,Analyst_B,20,20,0,1,15761.72,1589.6,0.0,0,1
SHP-426167,2022-09-10,2022,9,3,Kuehne+Nagel,Shanghai,Dubai,Pharma,Rail,Government,CIF,WH-South,Analyst_B,10,13,3,0,4869.04,1198.9,23.98,0,1
SHP-828339,2024-06-17,2024,6,2,DB Schenker,Busan,Dubai,Textiles,Road,Government,DDP,WH-North,Analyst_B,6,6,0,1,77575.22,5250.65,0.0,0,1
SHP-928593,2022-11-23,2022,11,4,CMA CGM,Shanghai,Sydney,Textiles,Sea Freight,Government,DAP,WH-South,Analyst_C,20,19,0,1,2676.38,263.24,0.0,0,1
SHP-652912,2023-01-05,2023,1,1,DHL,Tokyo,New York,Machinery,Air Freight,SMB,DAP,WH-North,Analyst_E,3,2,0,1,46460.11,5878.31,0.0,0,1
SHP-278751,2023-07-11,2023,7,3,UPS,Dubai,Toronto,Chemicals,Air Freight,Startup,DAP,WH-West,Analyst_E,3,2,0,1,36311.16,4755.56,0.0,1,1
SHP-110436,2024-03-13,2024,3,1,Maersk,New York,Hamburg,Textiles,Road,Startup,EXW,WH-North,Analyst_D,6,6,0,1,84485.91,5983.43,0.0,0,1
SHP-898399,2023-03-07,2023,3,1,FedEx,Dubai,New York,Textiles,Road,SMB,CIF,WH-East,Analyst_D,6,6,0,1,8792.35,674.13,0.0,0,1
SHP-709985,2023-11-26,2023,11,4,FedEx,Tokyo,Toronto,Pharma,Sea Freight,SMB,DDP,WH-South,Analyst_B,21,20,0,1,2247.5,1030.17,0.0,0,1
SHP-982747,2023-08-16,2023,8,3,DHL,Dubai,Los Angeles,Pharma,Rail,Government,CIF,WH-South,Analyst_A,11,10,0,1,130329.45,7184.06,0.0,0,1
SHP-173100,2024-10-26,2024,10,4,DHL,Dubai,Mumbai,Textiles,Air Freight,Startup,CIF,WH-West,Analyst_E,5,4,0,1,4275.81,807.86,0.0,0,1
SHP-504935,2023-12-08,2023,12,4,XPO Logistics,London,Tokyo,Perishables,Sea Freight,Government,DAP,WH-North,Analyst_C,19,19,0,1,2169.41,282.92,0.0,0,1
SHP-429128,2023-06-01,2023,6,2,Kuehne+Nagel,Tokyo,Dubai,Textiles,Rail,Startup,FOB,WH-East,Analyst_D,10,10,0,1,5250.47,603.68,0.0,0,1
SHP-504194,2024-01-22,2024,1,1,Kuehne+Nagel,Hamburg,Los Angeles,Perishables,Air Freight,Government,EXW,WH-North,Analyst_A,1,1,0,1,1709.48,1032.42,0.0,0,1
SHP-959549,2022-03-21,2022,3,1,FedEx,London,Dubai,Electronics,Sea Freight,Government,DDP,WH-South,Analyst_A,22,21,0,1,14480.42,804.32,0.0,0,1
SHP-582702,2024-06-18,2024,6,2,Kuehne+Nagel,Los Angeles,Dubai,Electronics,Sea Freight,SMB,DDP,WH-Central,Analyst_D,20,19,0,1,2912.5,899.98,0.0,0,1
SHP-876498,2022-05-29,2022,5,2,DB Schenker,Singapore,London,Pharma,Sea Freight,Government,CIF,WH-West,Analyst_E,22,21,0,1,4571.67,429.47,0.0,0,1
SHP-108827,2022-02-11,2022,2,1,XPO Logistics,Shanghai,Dubai,Pharma,Rail,SMB,FOB,WH-East,Analyst_D,9,9,0,1,27074.37,2018.21,0.0,1,1
SHP-889895,2022-05-12,2022,5,2,XPO Logistics,Singapore,Los Angeles,Consumer Goods,Rail,Startup,DDP,WH-South,Analyst_D,9,9,0,1,16626.84,1495.47,0.0,0,1
SHP-865693,2024-02-24,2024,2,1,FedEx,Rotterdam,Los Angeles,Textiles,Air Freight,Enterprise,CIF,WH-East,Analyst_B,3,2,0,1,7023.97,1198.0,0.0,0,1
SHP-133637,2024-11-26,2024,11,4,FedEx,New York,Toronto,Machinery,Sea Freight,Enterprise,DAP,WH-North,Analyst_B,22,24,2,0,8752.79,1209.72,9.68,0,1
SHP-267443,2022-01-26,2022,1,1,DHL,New York,Los Angeles,Consumer Goods,Road,Government,EXW,WH-East,Analyst_A,4,4,0,1,6990.91,634.34,0.0,0,1
SHP-258281,2023-04-18,2023,4,2,CMA CGM,Singapore,Tokyo,Textiles,Air Freight,Enterprise,DDP,WH-West,Analyst_E,3,3,0,1,3729.59,1429.88,0.0,0,1
SHP-931982,2022-07-24,2022,7,3,Kuehne+Nagel,Singapore,New York,Perishables,Road,Government,EXW,WH-South,Analyst_D,6,17,11,0,6846.0,834.99,76.54,0,1
SHP-562517,2023-12-08,2023,12,4,Kuehne+Nagel,Busan,Los Angeles,Chemicals,Rail,Government,DDP,WH-East,Analyst_D,9,9,0,1,13773.79,1557.48,0.0,0,1
SHP-678354,2022-03-05,2022,3,1,XPO Logistics,Dubai,Dubai,Automotive,Rail,Government,DAP,WH-Central,Analyst_A,10,9,0,1,5745.82,869.66,0.0,0,1
SHP-408761,2023-01-24,2023,1,1,FedEx,Busan,London,Automotive,Rail,Enterprise,DDP,WH-East,Analyst_A,10,10,0,1,12454.17,1507.75,0.0,0,1
SHP-629271,2022-02-27,2022,2,1,DHL,Busan,Los Angeles,Automotive,Air Freight,SMB,FOB,WH-North,Analyst_D,3,3,0,1,2099.47,386.73,0.0,0,1
SHP-850955,2024-02-29,2024,2,1,XPO Logistics,Dubai,Toronto,Electronics,Road,Government,DAP,WH-South,Analyst_E,6,5,0,1,2919.84,711.74,0.0,0,1
SHP-158331,2023-02-23,2023,2,1,XPO Logistics,New York,Toronto,Consumer Goods,Road,Government,CIF,WH-South,Analyst_C,4,3,0,1,2427.14,305.25,0.0,0,1
SHP-258258,2022-06-15,2022,6,2,Kuehne+Nagel,Tokyo,New York,Consumer Goods,Air Freight,Enterprise,DDP,WH-West,Analyst_E,3,7,4,0,3084.7,1340.23,17.87,0,1
SHP-994454,2023-07-11,2023,7,3,Kuehne+Nagel,Dubai,Dubai,Consumer Goods,Road,Government,EXW,WH-North,Analyst_C,7,6,0,1,42571.3,2973.94,0.0,0,1
SHP-602547,2024-07-31,2024,7,3,CMA CGM,Hamburg,Mumbai,Automotive,Air Freight,SMB,DAP,WH-South,Analyst_E,4,3,0,1,19221.74,3273.16,0.0,0,1
SHP-479907,2024-04-30,2024,4,2,Maersk,Singapore,Hamburg,Automotive,Rail,Startup,EXW,WH-Central,Analyst_E,11,11,0,1,1493.68,1024.28,0.0,0,1
SHP-840222,2022-10-10,2022,10,4,DB Schenker,New York,Mumbai,Consumer Goods,Rail,Startup,DAP,WH-South,Analyst_B,11,11,0,1,12771.04,1349.77,0.0,0,1
