Transaction_ID,Date,Year,Month,Quarter,Department,Category,Transaction_Type,Source_System,Region,Currency,Analyst,Expected_Amount,Actual_Amount,Discrepancy,Discrepancy_Pct,Status
TXN-021425,2022-09-20,2022,Sep,Q3,Operations,Payroll,Debit,ERP System,Europe,EUR,C. Eze,9235.0,9228.75,-6.25,-0.07,Reconciled
TXN-021426,2023-08-07,2023,Aug,Q3,IT,Operating Expense,Debit,Third-Party API,North America,USD,E. Nwosu,74788.68,74815.92,27.24,0.04,Reconciled
TXN-021427,2024-10-09,2024,Oct,Q4,IT,Accounts Receivable,Credit,ERP System,Europe,NGN,C. Eze,37347.02,37381.73,34.71,0.09,Reconciled
TXN-021428,2023-01-18,2023,Jan,Q1,Logistics,Accounts Receivable,Credit,ERP System,Latin America,GBP,E. Nwosu,115001.27,116224.14,1222.87,1.06,Under Review
TXN-021429,2024-07-05,2024,Jul,Q3,Procurement,Cost of Goods Sold,Debit,ERP System,Asia Pacific,USD,H. Balogun,139048.2,138971.06,-77.14,-0.06,Reconciled
TXN-021430,2023-01-27,2023,Jan,Q1,Finance,Tax & Compliance,Debit,Bank Statement,Latin America,USD,E. Nwosu,41787.35,41826.96,39.61,0.09,Reconciled
TXN-021431,2024-06-07,2024,Jun,Q2,Procurement,Cost of Goods Sold,Debit,Manual Entry,Asia Pacific,NGN,C. Eze,116482.48,116422.21,-60.27,-0.05,Reconciled
TXN-021432,2023-06-24,2023,Jun,Q2,Operations,Payroll,Debit,ERP System,Asia Pacific,GBP,A. Okafor,54575.7,54562.05,-13.65,-0.03,Reconciled
TXN-021433,2023-07-20,2023,Jul,Q3,Finance,Operating Expense,Debit,ERP System,North America,USD,D. Adeyemi,11672.86,11186.37,-486.49,-4.17,Under Review
TXN-021434,2024-06-02,2024,Jun,Q2,Finance,Cost of Goods Sold,Debit,Manual Entry,Europe,USD,A. Okafor,183235.43,201307.87,18072.44,9.86,Flagged
TXN-021435,2022-08-16,2022,Aug,Q3,IT,Operating Expense,Debit,Manual Entry,Europe,EUR,A. Okafor,14282.28,13827.13,-455.15,-3.19,Under Review
TXN-021436,2023-04-18,2023,Apr,Q2,Marketing,Revenue,Credit,POS System,Middle East & Africa,EUR,E. Nwosu,358612.81,359032.16,419.35,0.12,Reconciled
TXN-021437,2023-01-07,2023,Jan,Q1,Logistics,Revenue,Credit,Manual Entry,Middle East & Africa,GBP,D. Adeyemi,429857.12,428924.13,-932.99,-0.22,Reconciled
TXN-021438,2022-02-06,2022,Feb,Q1,Logistics,Operating Expense,Debit,Manual Entry,Latin America,GBP,H. Balogun,65619.98,70475.29,4855.31,7.4,Flagged
TXN-021439,2023-11-22,2023,Nov,Q4,Operations,Accounts Payable,Debit,Bank Statement,Middle East & Africa,USD,D. Adeyemi,54566.54,54668.17,101.63,0.19,Reconciled
TXN-021440,2024-04-23,2024,Apr,Q2,Sales,Tax & Compliance,Debit,ERP System,Middle East & Africa,GBP,E. Nwosu,3068.06,3181.86,113.8,3.71,Under Review
TXN-021441,2024-11-26,2024,Nov,Q4,Logistics,Payroll,Debit,POS System,North America,USD,E. Nwosu,100410.34,100375.21,-35.13,-0.03,Reconciled
TXN-021442,2022-04-11,2022,Apr,Q2,Sales,Operating Expense,Debit,Manual Entry,North America,USD,B. Mensah,70252.17,70228.99,-23.18,-0.03,Reconciled
TXN-021443,2023-10-20,2023,Oct,Q4,Operations,Operating Expense,Debit,Bank Statement,North America,GBP,D. Adeyemi,52401.97,49875.06,-2526.91,-4.82,Under Review
TXN-021444,2022-03-31,2022,Mar,Q1,IT,Revenue,Credit,Bank Statement,North America,AUD,G. Asante,377987.03,378058.23,71.2,0.02,Reconciled
TXN-021445,2024-10-26,2024,Oct,Q4,Marketing,Accounts Receivable,Credit,POS System,North America,USD,C. Eze,21410.78,21400.11,-10.67,-0.05,Reconciled
TXN-021446,2024-06-23,2024,Jun,Q2,Operations,Cost of Goods Sold,Debit,Bank Statement,Europe,NGN,H. Balogun,190739.22,185448.38,-5290.84,-2.77,Under Review
TXN-021447,2022-04-05,2022,Apr,Q2,Operations,Accounts Receivable,Credit,POS System,Europe,USD,E. Nwosu,50131.5,49358.83,-772.67,-1.54,Under Review
TXN-021448,2023-09-24,2023,Sep,Q3,Finance,Capital Expenditure,Debit,Manual Entry,Europe,NGN,G. Asante,497100.56,497154.65,54.09,0.01,Reconciled
TXN-021449,2022-05-03,2022,May,Q2,Marketing,Payroll,Debit,POS System,North America,EUR,C. Eze,101191.65,101062.37,-129.28,-0.13,Reconciled
TXN-021450,2023-01-01,2023,Jan,Q1,Logistics,Operating Expense,Debit,Manual Entry,Europe,NGN,F. Diallo,9234.5,9220.59,-13.91,-0.15,Reconciled
TXN-021451,2023-11-22,2023,Nov,Q4,Logistics,Cost of Goods Sold,Debit,ERP System,North America,USD,D. Adeyemi,69417.84,69398.5,-19.34,-0.03,Reconciled
TXN-021452,2022-11-21,2022,Nov,Q4,Finance,Tax & Compliance,Debit,Manual Entry,Middle East & Africa,USD,A. Okafor,14472.7,13776.26,-696.44,-4.81,Under Review
TXN-021453,2023-02-11,2023,Feb,Q1,Operations,Accounts Receivable,Credit,POS System,Middle East & Africa,EUR,H. Balogun,47728.04,47793.28,65.24,0.14,Reconciled
TXN-021454,2024-09-22,2024,Sep,Q3,IT,Accounts Payable,Debit,Bank Statement,Middle East & Africa,EUR,H. Balogun,86253.43,91517.1,5263.67,6.1,Flagged
TXN-021455,2023-06-03,2023,Jun,Q2,Finance,Operating Expense,Debit,Bank Statement,Latin America,USD,D. Adeyemi,31690.47,31689.82,-0.65,-0.0,Reconciled
TXN-021456,2024-06-14,2024,Jun,Q2,HR,Operating Expense,Debit,ERP System,North America,USD,A. Okafor,60670.76,59842.19,-828.57,-1.37,Under Review
TXN-021457,2022-03-18,2022,Mar,Q1,Operations,Operating Expense,Debit,Bank Statement,Asia Pacific,USD,F. Diallo,60984.15,60926.77,-57.38,-0.09,Reconciled
TXN-021458,2022-08-22,2022,Aug,Q3,Marketing,Cost of Goods Sold,Debit,ERP System,North America,GBP,H. Balogun,147889.22,148088.09,198.87,0.13,Reconciled
TXN-021459,2024-04-09,2024,Apr,Q2,Finance,Accounts Payable,Debit,Third-Party API,Europe,GBP,C. Eze,21790.19,21794.87,4.68,0.02,Reconciled
TXN-021460,2023-08-09,2023,Aug,Q3,Sales,Tax & Compliance,Debit,ERP System,Middle East & Africa,USD,C. Eze,48954.91,48936.35,-18.56,-0.04,Reconciled
TXN-021461,2023-04-29,2023,Apr,Q2,Logistics,Payroll,Debit,Manual Entry,North America,EUR,C. Eze,5635.89,5647.95,12.06,0.21,Reconciled
TXN-021462,2022-09-28,2022,Sep,Q3,Operations,Operating Expense,Debit,Bank Statement,Latin America,USD,H. Balogun,14245.79,14259.29,13.5,0.09,Reconciled
TXN-021463,2024-07-27,2024,Jul,Q3,Marketing,Cost of Goods Sold,Debit,POS System,Middle East & Africa,GBP,H. Balogun,17859.32,17860.24,0.92,0.01,Reconciled
TXN-021464,2023-04-14,2023,Apr,Q2,Marketing,Tax & Compliance,Debit,Manual Entry,Europe,GBP,E. Nwosu,33250.55,34444.83,1194.28,3.59,Under Review
TXN-021465,2023-09-24,2023,Sep,Q3,Operations,Cost of Goods Sold,Debit,Third-Party API,Europe,GBP,G. Asante,59390.3,50643.57,-8746.73,-14.73,Flagged
TXN-021466,2023-07-01,2023,Jul,Q3,Operations,Revenue,Credit,ERP System,Europe,GBP,C. Eze,32920.56,32928.06,7.5,0.02,Reconciled
TXN-021467,2023-12-20,2023,Dec,Q4,Procurement,Revenue,Credit,POS System,North America,USD,A. Okafor,178663.06,168945.82,-9717.24,-5.44,Flagged
TXN-021468,2024-10-04,2024,Oct,Q4,Operations,Tax & Compliance,Debit,ERP System,North America,USD,B. Mensah,38826.19,38763.9,-62.29,-0.16,Reconciled
TXN-021469,2022-09-27,2022,Sep,Q3,Sales,Operating Expense,Debit,POS System,North America,USD,E. Nwosu,18345.24,15992.78,-2352.46,-12.82,Flagged
TXN-021470,2023-08-28,2023,Aug,Q3,Finance,Cost of Goods Sold,Debit,Third-Party API,Asia Pacific,NGN,C. Eze,164245.01,157872.63,-6372.38,-3.88,Under Review
TXN-021471,2024-08-22,2024,Aug,Q3,Operations,Cost of Goods Sold,Debit,ERP System,Middle East & Africa,USD,F. Diallo,30580.89,28905.72,-1675.17,-5.48,Flagged
TXN-021472,2023-01-13,2023,Jan,Q1,IT,Operating Expense,Debit,Manual Entry,Asia Pacific,USD,G. Asante,63439.31,63441.62,2.31,0.0,Reconciled
TXN-021473,2022-06-26,2022,Jun,Q2,HR,Accounts Receivable,Credit,Bank Statement,Asia Pacific,USD,H. Balogun,56015.78,56142.28,126.5,0.23,Reconciled
TXN-021474,2022-10-01,2022,Oct,Q4,IT,Cost of Goods Sold,Debit,Bank Statement,North America,NGN,B. Mensah,180241.43,180385.81,144.38,0.08,Reconciled
TXN-021475,2023-09-29,2023,Sep,Q3,IT,Tax & Compliance,Debit,ERP System,North America,GBP,C. Eze,32731.51,32762.85,31.34,0.1,Reconciled
TXN-021476,2022-01-27,2022,Jan,Q1,Finance,Accounts Payable,Debit,Third-Party API,Asia Pacific,USD,C. Eze,76883.17,76905.81,22.64,0.03,Reconciled
TXN-021477,2023-07-30,2023,Jul,Q3,Sales,Operating Expense,Debit,ERP System,Asia Pacific,EUR,B. Mensah,42056.64,42062.76,6.12,0.01,Reconciled
TXN-021478,2022-03-01,2022,Mar,Q1,Logistics,Revenue,Credit,Third-Party API,North America,AUD,F. Diallo,307441.31,307361.26,-80.05,-0.03,Reconciled
TXN-021479,2024-01-01,2024,Jan,Q1,Logistics,Accounts Payable,Debit,Manual Entry,North America,USD,F. Diallo,78256.53,78329.31,72.78,0.09,Reconciled
TXN-021480,2023-10-23,2023,Oct,Q4,Procurement,Accounts Payable,Debit,POS System,Europe,AUD,G. Asante,77708.6,77810.09,101.49,0.13,Reconciled
TXN-021481,2022-09-27,2022,Sep,Q3,Marketing,Revenue,Credit,ERP System,North America,USD,E. Nwosu,376400.26,374067.45,-2332.81,-0.62,Under Review
TXN-021482,2022-09-02,2022,Sep,Q3,Logistics,Revenue,Credit,Bank Statement,North America,USD,H. Balogun,207125.28,187361.12,-19764.16,-9.54,Flagged
TXN-021483,2023-10-22,2023,Oct,Q4,Sales,Revenue,Credit,ERP System,Middle East & Africa,EUR,H. Balogun,420816.82,404367.28,-16449.54,-3.91,Under Review
TXN-021484,2022-03-26,2022,Mar,Q1,IT,Cost of Goods Sold,Debit,Third-Party API,North America,EUR,A. Okafor,105767.31,118166.05,12398.74,11.72,Flagged
TXN-021485,2024-06-25,2024,Jun,Q2,Procurement,Operating Expense,Debit,Bank Statement,North America,USD,A. Okafor,74952.84,74879.79,-73.05,-0.1,Reconciled
TXN-021486,2023-06-20,2023,Jun,Q2,Finance,Revenue,Credit,ERP System,Latin America,GBP,D. Adeyemi,190069.94,190465.21,395.27,0.21,Reconciled
TXN-021487,2022-03-30,2022,Mar,Q1,Marketing,Revenue,Credit,Manual Entry,North America,EUR,H. Balogun,302862.22,303065.05,202.83,0.07,Reconciled
TXN-021488,2023-07-03,2023,Jul,Q3,Procurement,Operating Expense,Debit,Bank Statement,Asia Pacific,USD,D. Adeyemi,32581.52,32583.12,1.6,0.0,Reconciled
TXN-021489,2024-05-03,2024,May,Q2,Finance,Tax & Compliance,Debit,Third-Party API,Latin America,GBP,G. Asante,45138.78,45125.28,-13.5,-0.03,Reconciled
TXN-021490,2024-06-13,2024,Jun,Q2,Logistics,Accounts Receivable,Credit,Third-Party API,Europe,EUR,A. Okafor,88977.05,88834.47,-142.58,-0.16,Reconciled
TXN-021491,2023-05-22,2023,May,Q2,Marketing,Accounts Payable,Debit,ERP System,Europe,GBP,C. Eze,34234.21,34662.86,428.65,1.25,Under Review
TXN-021492,2023-02-12,2023,Feb,Q1,Sales,Revenue,Credit,Third-Party API,North America,USD,B. Mensah,408934.72,389644.11,-19290.61,-4.72,Under Review
TXN-021493,2023-06-08,2023,Jun,Q2,IT,Accounts Receivable,Credit,POS System,Europe,USD,H. Balogun,94265.99,94361.71,95.72,0.1,Reconciled
TXN-021494,2023-08-30,2023,Aug,Q3,Sales,Cost of Goods Sold,Debit,Third-Party API,Europe,EUR,H. Balogun,172936.14,172907.11,-29.03,-0.02,Reconciled
TXN-021495,2024-09-29,2024,Sep,Q3,Procurement,Operating Expense,Debit,Third-Party API,North America,NGN,C. Eze,22819.5,22800.64,-18.86,-0.08,Reconciled
TXN-021496,2023-03-24,2023,Mar,Q1,Marketing,Revenue,Credit,POS System,North America,EUR,F. Diallo,402421.13,408180.63,5759.5,1.43,Under Review
TXN-021497,2023-06-27,2023,Jun,Q2,HR,Accounts Receivable,Credit,Third-Party API,Europe,GBP,B. Mensah,99179.74,99271.69,91.95,0.09,Reconciled
TXN-021498,2024-08-06,2024,Aug,Q3,IT,Payroll,Debit,Manual Entry,Europe,EUR,G. Asante,137979.95,137868.5,-111.45,-0.08,Reconciled
TXN-021499,2022-12-16,2022,Dec,Q4,IT,Payroll,Debit,ERP System,North America,USD,G. Asante,43848.6,43861.71,13.11,0.03,Reconciled
TXN-021500,2024-05-01,2024,May,Q2,Sales,Revenue,Credit,Bank Statement,Latin America,EUR,B. Mensah,128421.48,128446.34,24.86,0.02,Reconciled
TXN-021501,2022-11-24,2022,Nov,Q4,Procurement,Revenue,Credit,Third-Party API,Latin America,NGN,H. Balogun,348622.62,349966.2,1343.58,0.39,Reconciled
TXN-021502,2024-11-24,2024,Nov,Q4,Operations,Tax & Compliance,Debit,ERP System,Latin America,EUR,G. Asante,23239.03,23198.24,-40.79,-0.18,Reconciled
TXN-021503,2023-09-15,2023,Sep,Q3,Logistics,Operating Expense,Debit,Manual Entry,North America,USD,A. Okafor,57473.78,57537.53,63.75,0.11,Reconciled
TXN-021504,2023-05-03,2023,May,Q2,Logistics,Payroll,Debit,Bank Statement,Europe,GBP,D. Adeyemi,123575.8,123718.86,143.06,0.12,Reconciled
TXN-021505,2023-05-02,2023,May,Q2,Finance,Tax & Compliance,Debit,Third-Party API,Asia Pacific,USD,F. Diallo,27344.29,27122.97,-221.32,-0.81,Under Review
TXN-021506,2022-05-25,2022,May,Q2,Operations,Revenue,Credit,Bank Statement,North America,EUR,B. Mensah,323571.2,320367.82,-3203.38,-0.99,Under Review
TXN-021507,2024-01-26,2024,Jan,Q1,Marketing,Accounts Receivable,Credit,ERP System,North America,EUR,F. Diallo,22477.17,22469.02,-8.15,-0.04,Reconciled
TXN-021508,2022-05-26,2022,May,Q2,Logistics,Revenue,Credit,Manual Entry,North America,USD,D. Adeyemi,351009.24,351707.5,698.26,0.2,Reconciled
TXN-021509,2024-10-17,2024,Oct,Q4,Operations,Cost of Goods Sold,Debit,ERP System,Europe,EUR,A. Okafor,109977.13,109948.59,-28.54,-0.03,Reconciled
TXN-021510,2024-04-07,2024,Apr,Q2,Operations,Tax & Compliance,Debit,ERP System,North America,USD,E. Nwosu,17385.22,17291.9,-93.32,-0.54,Under Review
TXN-021511,2023-09-19,2023,Sep,Q3,Procurement,Payroll,Debit,Bank Statement,North America,AUD,B. Mensah,146704.13,139704.83,-6999.3,-4.77,Under Review
TXN-021512,2023-06-18,2023,Jun,Q2,Sales,Revenue,Credit,Third-Party API,Middle East & Africa,GBP,E. Nwosu,181899.7,181820.33,-79.37,-0.04,Reconciled
TXN-021513,2023-09-22,2023,Sep,Q3,IT,Accounts Payable,Debit,Bank Statement,Middle East & Africa,USD,F. Diallo,81728.83,81753.01,24.18,0.03,Reconciled
TXN-021514,2024-05-30,2024,May,Q2,Operations,Accounts Receivable,Credit,ERP System,Middle East & Africa,USD,A. Okafor,84215.78,84174.93,-40.85,-0.05,Reconciled
TXN-021515,2023-02-19,2023,Feb,Q1,Marketing,Operating Expense,Debit,ERP System,North America,GBP,G. Asante,23335.08,23332.2,-2.88,-0.01,Reconciled
TXN-021516,2022-09-14,2022,Sep,Q3,Logistics,Cost of Goods Sold,Debit,Manual Entry,North America,EUR,B. Mensah,61737.12,61798.2,61.08,0.1,Reconciled
TXN-021517,2022-03-28,2022,Mar,Q1,Procurement,Revenue,Credit,Bank Statement,Latin America,USD,E. Nwosu,483161.21,494769.65,11608.44,2.4,Under Review
TXN-021518,2024-06-23,2024,Jun,Q2,Logistics,Cost of Goods Sold,Debit,ERP System,Middle East & Africa,USD,A. Okafor,191654.02,191584.03,-69.99,-0.04,Reconciled
TXN-021519,2023-07-24,2023,Jul,Q3,Logistics,Cost of Goods Sold,Debit,Manual Entry,Europe,NGN,H. Balogun,14311.22,14303.1,-8.12,-0.06,Reconciled
TXN-021520,2024-01-12,2024,Jan,Q1,Sales,Cost of Goods Sold,Debit,Bank Statement,Asia Pacific,USD,G. Asante,120533.17,120558.21,25.04,0.02,Reconciled
TXN-021521,2022-04-18,2022,Apr,Q2,Finance,Tax & Compliance,Debit,ERP System,Asia Pacific,USD,G. Asante,11446.6,11447.24,0.64,0.01,Reconciled
TXN-021522,2024-11-08,2024,Nov,Q4,Sales,Revenue,Credit,Manual Entry,Latin America,EUR,B. Mensah,243774.35,243289.01,-485.34,-0.2,Reconciled
TXN-021523,2022-06-09,2022,Jun,Q2,Sales,Operating Expense,Debit,Third-Party API,North America,USD,B. Mensah,51251.53,37969.48,-13282.05,-25.92,Flagged
TXN-021524,2022-04-10,2022,Apr,Q2,Logistics,Operating Expense,Debit,Manual Entry,Asia Pacific,USD,F. Diallo,14171.56,14164.92,-6.64,-0.05,Reconciled
TXN-021525,2022-09-22,2022,Sep,Q3,Operations,Accounts Payable,Debit,ERP System,Latin America,NGN,C. Eze,81393.55,81413.2,19.65,0.02,Reconciled
TXN-021526,2024-01-20,2024,Jan,Q1,Marketing,Cost of Goods Sold,Debit,POS System,North America,USD,C. Eze,132636.74,132672.09,35.35,0.03,Reconciled
TXN-021527,2024-12-08,2024,Dec,Q4,Procurement,Payroll,Debit,ERP System,North America,GBP,C. Eze,100188.88,100233.03,44.15,0.04,Reconciled
TXN-021528,2023-11-08,2023,Nov,Q4,IT,Revenue,Credit,ERP System,North America,USD,H. Balogun,8573.65,8570.71,-2.94,-0.03,Reconciled
TXN-021529,2024-03-09,2024,Mar,Q1,Marketing,Accounts Receivable,Credit,ERP System,North America,EUR,H. Balogun,41846.97,41863.23,16.26,0.04,Reconciled
TXN-021530,2024-12-18,2024,Dec,Q4,HR,Tax & Compliance,Debit,Bank Statement,North America,EUR,A. Okafor,48925.65,44644.68,-4280.97,-8.75,Flagged
TXN-021531,2022-07-02,2022,Jul,Q3,Finance,Accounts Payable,Debit,Bank Statement,North America,EUR,A. Okafor,89319.36,89302.85,-16.51,-0.02,Reconciled
TXN-021532,2023-10-21,2023,Oct,Q4,Procurement,Payroll,Debit,Third-Party API,Asia Pacific,GBP,D. Adeyemi,46171.63,46179.16,7.53,0.02,Reconciled
TXN-021533,2023-08-31,2023,Aug,Q3,IT,Accounts Payable,Debit,Third-Party API,North America,USD,C. Eze,27396.61,27369.38,-27.23,-0.1,Reconciled
TXN-021534,2023-10-05,2023,Oct,Q4,Operations,Revenue,Credit,ERP System,Europe,NGN,G. Asante,87750.63,87741.04,-9.59,-0.01,Reconciled
TXN-021535,2022-12-13,2022,Dec,Q4,Logistics,Capital Expenditure,Debit,POS System,Europe,NGN,F. Diallo,351147.71,351660.6,512.89,0.15,Reconciled
TXN-021536,2024-03-22,2024,Mar,Q1,Procurement,Revenue,Credit,Bank Statement,North America,USD,E. Nwosu,179478.9,192248.71,12769.81,7.11,Flagged
TXN-021537,2024-03-11,2024,Mar,Q1,IT,Payroll,Debit,ERP System,North America,USD,G. Asante,28307.23,27458.82,-848.41,-3.0,Under Review
TXN-021538,2024-11-19,2024,Nov,Q4,HR,Accounts Receivable,Credit,POS System,North America,NGN,F. Diallo,29072.41,25296.1,-3776.31,-12.99,Flagged
TXN-021539,2022-05-26,2022,May,Q2,Finance,Cost of Goods Sold,Debit,Manual Entry,Latin America,GBP,H. Balogun,175651.92,175727.74,75.82,0.04,Reconciled
TXN-021540,2023-05-18,2023,May,Q2,Marketing,Cost of Goods Sold,Debit,Manual Entry,North America,EUR,H. Balogun,126834.92,127057.26,222.34,0.18,Reconciled
TXN-021541,2024-03-09,2024,Mar,Q1,Sales,Cost of Goods Sold,Debit,Manual Entry,Asia Pacific,GBP,F. Diallo,175039.11,175220.16,181.05,0.1,Reconciled
TXN-021542,2024-08-25,2024,Aug,Q3,IT,Operating Expense,Debit,Manual Entry,Asia Pacific,USD,C. Eze,54414.8,54489.17,74.37,0.14,Reconciled
TXN-021543,2023-04-16,2023,Apr,Q2,Finance,Operating Expense,Debit,Manual Entry,Asia Pacific,USD,B. Mensah,3578.78,3579.91,1.13,0.03,Reconciled
TXN-021544,2023-11-21,2023,Nov,Q4,Marketing,Revenue,Credit,ERP System,Middle East & Africa,EUR,G. Asante,8650.57,8661.93,11.36,0.13,Reconciled
TXN-021545,2022-01-01,2022,Jan,Q1,HR,Revenue,Credit,Manual Entry,Europe,USD,H. Balogun,495201.96,495534.94,332.98,0.07,Reconciled
TXN-021546,2022-04-20,2022,Apr,Q2,Finance,Operating Expense,Debit,Manual Entry,Asia Pacific,EUR,B. Mensah,39319.6,39892.12,572.52,1.46,Under Review
TXN-021547,2024-06-12,2024,Jun,Q2,IT,Operating Expense,Debit,ERP System,North America,USD,A. Okafor,65271.91,65137.95,-133.96,-0.21,Reconciled
TXN-021548,2024-12-23,2024,Dec,Q4,Finance,Operating Expense,Debit,Manual Entry,Europe,USD,D. Adeyemi,47502.78,47544.24,41.46,0.09,Reconciled
TXN-021549,2024-01-26,2024,Jan,Q1,Operations,Tax & Compliance,Debit,ERP System,Latin America,USD,A. Okafor,43194.09,43259.9,65.81,0.15,Reconciled
TXN-021550,2022-02-22,2022,Feb,Q1,Sales,Operating Expense,Debit,Manual Entry,Asia Pacific,USD,A. Okafor,12127.63,13668.95,1541.32,12.71,Flagged
TXN-021551,2022-09-19,2022,Sep,Q3,Logistics,Revenue,Credit,ERP System,North America,NGN,E. Nwosu,188602.48,188592.01,-10.47,-0.01,Reconciled
TXN-021552,2024-06-04,2024,Jun,Q2,HR,Accounts Receivable,Credit,ERP System,Latin America,NGN,D. Adeyemi,67666.91,67642.95,-23.96,-0.04,Reconciled
TXN-021553,2022-08-22,2022,Aug,Q3,Logistics,Capital Expenditure,Debit,ERP System,Europe,USD,F. Diallo,724895.23,725311.93,416.7,0.06,Reconciled
TXN-021554,2022-03-14,2022,Mar,Q1,Logistics,Cost of Goods Sold,Debit,POS System,Europe,GBP,H. Balogun,169796.98,169494.15,-302.83,-0.18,Reconciled
TXN-021555,2024-08-08,2024,Aug,Q3,Operations,Accounts Receivable,Credit,Bank Statement,Europe,NGN,D. Adeyemi,36334.16,36282.04,-52.12,-0.14,Reconciled
TXN-021556,2023-04-29,2023,Apr,Q2,Finance,Accounts Receivable,Credit,POS System,Europe,USD,H. Balogun,41762.27,41758.09,-4.18,-0.01,Reconciled
TXN-021557,2024-10-26,2024,Oct,Q4,Finance,Cost of Goods Sold,Debit,Bank Statement,Europe,EUR,A. Okafor,59720.4,59657.35,-63.05,-0.11,Reconciled
TXN-021558,2024-05-26,2024,May,Q2,Marketing,Operating Expense,Debit,Third-Party API,North America,EUR,G. Asante,54781.27,54663.88,-117.39,-0.21,Reconciled
TXN-021559,2024-05-08,2024,May,Q2,Logistics,Revenue,Credit,Manual Entry,North America,USD,E. Nwosu,393578.03,393651.46,73.43,0.02,Reconciled
TXN-021560,2022-05-17,2022,May,Q2,Procurement,Operating Expense,Debit,Bank Statement,Asia Pacific,USD,G. Asante,53189.67,53239.59,49.92,0.09,Reconciled
TXN-021561,2024-02-18,2024,Feb,Q1,Operations,Accounts Payable,Debit,ERP System,North America,USD,C. Eze,83925.59,83966.88,41.29,0.05,Reconciled
TXN-021562,2023-09-20,2023,Sep,Q3,HR,Accounts Receivable,Credit,Bank Statement,Latin America,USD,G. Asante,62078.98,62548.48,469.5,0.76,Under Review
TXN-021563,2023-07-09,2023,Jul,Q3,HR,Payroll,Debit,ERP System,Latin America,USD,H. Balogun,31622.85,31636.69,13.84,0.04,Reconciled
TXN-021564,2024-01-13,2024,Jan,Q1,Logistics,Cost of Goods Sold,Debit,POS System,Europe,GBP,B. Mensah,168851.53,168837.98,-13.55,-0.01,Reconciled
TXN-021565,2023-07-24,2023,Jul,Q3,Marketing,Payroll,Debit,Bank Statement,North America,GBP,C. Eze,142129.01,142240.24,111.23,0.08,Reconciled
TXN-021566,2023-02-14,2023,Feb,Q1,Logistics,Revenue,Credit,Manual Entry,Middle East & Africa,USD,F. Diallo,112159.52,112488.31,328.79,0.29,Reconciled
TXN-021567,2024-11-25,2024,Nov,Q4,HR,Accounts Payable,Debit,POS System,North America,USD,C. Eze,72553.28,72562.98,9.7,0.01,Reconciled
TXN-021568,2022-08-18,2022,Aug,Q3,IT,Payroll,Debit,Bank Statement,Latin America,EUR,H. Balogun,55661.21,55561.09,-100.12,-0.18,Reconciled
TXN-021569,2022-09-19,2022,Sep,Q3,IT,Accounts Receivable,Credit,Bank Statement,Europe,GBP,A. Okafor,2923.09,2924.34,1.25,0.04,Reconciled
TXN-021570,2024-06-10,2024,Jun,Q2,IT,Operating Expense,Debit,Manual Entry,North America,NGN,A. Okafor,55219.08,58717.08,3498.0,6.33,Flagged
TXN-021571,2023-03-24,2023,Mar,Q1,HR,Tax & Compliance,Debit,Third-Party API,Middle East & Africa,EUR,F. Diallo,5470.91,5478.14,7.23,0.13,Reconciled
TXN-021572,2022-07-05,2022,Jul,Q3,Finance,Operating Expense,Debit,Manual Entry,Asia Pacific,NGN,C. Eze,71461.46,71602.57,141.11,0.2,Reconciled
TXN-021573,2022-12-18,2022,Dec,Q4,IT,Revenue,Credit,ERP System,North America,EUR,D. Adeyemi,192447.03,192448.92,1.89,0.0,Reconciled
TXN-021574,2023-01-19,2023,Jan,Q1,Finance,Capital Expenditure,Debit,ERP System,Latin America,EUR,F. Diallo,765220.1,766256.44,1036.34,0.14,Reconciled
TXN-021575,2024-11-25,2024,Nov,Q4,Marketing,Tax & Compliance,Debit,Manual Entry,Latin America,NGN,H. Balogun,20828.75,20848.06,19.31,0.09,Reconciled
TXN-021576,2022-11-22,2022,Nov,Q4,Operations,Accounts Payable,Debit,Third-Party API,Middle East & Africa,USD,B. Mensah,35536.84,45123.49,9586.65,26.98,Flagged
TXN-021577,2023-04-10,2023,Apr,Q2,Sales,Accounts Receivable,Credit,Manual Entry,Middle East & Africa,USD,G. Asante,53866.46,53891.47,25.01,0.05,Reconciled
TXN-021578,2023-04-11,2023,Apr,Q2,Marketing,Accounts Receivable,Credit,ERP System,North America,GBP,F. Diallo,106170.29,106341.58,171.29,0.16,Reconciled
TXN-021579,2022-06-11,2022,Jun,Q2,HR,Accounts Receivable,Credit,Bank Statement,North America,USD,D. Adeyemi,33664.38,33678.08,13.7,0.04,Reconciled
TXN-021580,2023-07-10,2023,Jul,Q3,Finance,Accounts Receivable,Credit,Manual Entry,North America,AUD,A. Okafor,93640.65,93780.12,139.47,0.15,Reconciled
TXN-021581,2022-10-27,2022,Oct,Q4,Operations,Cost of Goods Sold,Debit,Manual Entry,Europe,EUR,B. Mensah,127633.74,127602.21,-31.53,-0.02,Reconciled
TXN-021582,2022-12-22,2022,Dec,Q4,HR,Operating Expense,Debit,Bank Statement,North America,EUR,F. Diallo,15063.76,15085.28,21.52,0.14,Reconciled
TXN-021583,2023-07-18,2023,Jul,Q3,Sales,Revenue,Credit,ERP System,Europe,USD,E. Nwosu,355994.31,356042.67,48.36,0.01,Reconciled
