Record_ID,Date,Year,Month,Quarter,Department,Region,Product,Channel,Employee_ID,Cost_Center,Revenue,Cost,Gross_Margin,Margin_Pct,Deals_Closed,Leads_Generated,Conv_Rate_Pct,Customer_Sat,NPS,Headcount,Attrition_Pct,Training_Hrs,Productivity_Pct,CAC,LTV,LTV_CAC_Ratio,MQL_Count,SQL_Count,CTR_Pct,SLA_Met,Ticket_Volume,Resolution_Hrs,Uptime_Pct,Status
REC-023064,2024-07-12,2024,Jul,Q3,Operations,Asia Pacific,Pro Plan,Inbound,EMP-0033,CC-400,16185.0,10569.03,5615.97,34.7,1,5,20.0,7.6,65,120,12.0,27.0,81.3,1281.54,6535.46,5.1,134,12,4.12,1,348,18.9,99.83,Below Target
REC-023065,2024-08-27,2024,Aug,Q3,HR,Asia Pacific,Pro Plan,Online,EMP-0163,CC-500,13258.01,10184.97,3073.04,23.2,0,3,0.0,5.5,47,90,14.5,30.6,59.2,613.7,2846.57,4.64,6,27,2.45,1,326,12.4,99.4,Below Target
REC-023066,2023-04-01,2023,Apr,Q2,Finance,North America,Starter Pack,Inbound,EMP-0036,CC-500,5521.36,2719.17,2802.19,50.8,2,16,12.5,7.6,49,126,12.6,30.0,100.0,1627.21,7850.3,4.82,142,27,1.93,1,417,21.9,99.06,Above Target
REC-023067,2024-06-16,2024,Jun,Q2,Finance,Latin America,Add-On Services,Direct Sales,EMP-0049,CC-100,9065.03,5049.14,4015.89,44.3,1,10,10.0,7.3,49,198,11.0,12.0,100.0,1861.32,8165.56,4.39,58,16,4.67,0,356,22.4,100.0,Above Target
REC-023068,2024-09-01,2024,Sep,Q3,Finance,North America,Starter Pack,Partner,EMP-0069,CC-400,5431.64,3389.99,2041.65,37.6,4,18,22.2,7.4,46,49,22.8,16.6,73.0,852.82,5325.32,6.24,52,30,3.15,1,499,18.3,98.79,Above Target
REC-023069,2022-04-25,2022,Apr,Q2,Finance,Latin America,Add-On Services,Direct Sales,EMP-0168,CC-200,8805.68,5027.69,3777.99,42.9,0,11,0.0,7.4,71,16,14.8,31.3,84.3,1168.58,5812.98,4.97,104,18,4.9,1,96,15.6,98.24,Above Target
REC-023070,2024-09-27,2024,Sep,Q3,IT,Asia Pacific,Enterprise Suite,Outbound,EMP-0047,CC-300,78394.64,56909.47,21485.17,27.4,4,8,50.0,7.2,42,148,11.2,36.2,80.1,1369.48,5487.65,4.01,125,48,3.65,1,91,12.8,98.75,Below Target
REC-023071,2023-11-11,2023,Nov,Q4,Marketing,MEA,Enterprise Suite,Direct Sales,EMP-0087,CC-400,34748.91,25952.55,8796.36,25.3,4,15,26.7,7.1,31,50,13.1,12.9,89.0,1425.74,7785.06,5.46,66,9,3.46,1,176,8.2,99.04,Below Target
REC-023072,2023-10-02,2023,Oct,Q4,Marketing,Europe,Starter Pack,Online,EMP-0146,CC-300,4852.78,3700.76,1152.02,23.7,1,12,8.3,7.6,20,151,14.3,28.8,75.3,814.59,3191.89,3.92,85,5,4.8,1,295,16.3,99.7,Above Target
REC-023073,2023-07-10,2023,Jul,Q3,Operations,MEA,Consulting,Direct Sales,EMP-0048,CC-400,49013.18,34788.0,14225.18,29.0,0,13,0.0,8.0,55,139,15.2,4.0,82.0,892.98,5847.36,6.55,20,22,4.68,1,393,18.3,99.05,Above Target
REC-023074,2022-07-21,2022,Jul,Q3,Sales,Latin America,Add-On Services,Direct Sales,EMP-0181,CC-100,9221.28,4850.4,4370.88,47.4,4,11,36.4,6.4,21,53,12.1,4.0,69.7,1954.47,14603.76,7.47,41,16,4.62,1,281,17.1,99.78,Above Target
REC-023075,2024-02-05,2024,Feb,Q1,Sales,Asia Pacific,Enterprise Suite,Online,EMP-0156,CC-400,77600.59,31788.94,45811.65,59.0,2,8,25.0,7.3,26,111,6.7,24.2,70.6,1342.76,4700.89,3.5,111,15,1.69,1,287,18.8,99.12,Below Target
REC-023076,2022-01-06,2022,Jan,Q1,Operations,Europe,Add-On Services,Direct Sales,EMP-0031,CC-200,5586.25,3451.68,2134.57,38.2,2,7,28.6,10.0,8,145,19.4,32.9,62.5,1374.38,5967.37,4.34,114,14,3.01,1,304,23.3,98.86,Below Target
REC-023077,2024-10-11,2024,Oct,Q4,Legal,Asia Pacific,Pro Plan,Inbound,EMP-0073,CC-300,29621.18,17076.35,12544.83,42.4,3,2,150.0,7.1,69,95,17.2,35.8,81.8,1227.22,4586.62,3.74,134,34,4.38,1,219,18.7,98.82,Above Target
REC-023078,2023-04-01,2023,Apr,Q2,Operations,Europe,Add-On Services,Inbound,EMP-0160,CC-400,6170.18,4681.36,1488.82,24.1,3,13,23.1,6.7,12,121,14.8,12.8,74.5,1292.52,5972.01,4.62,98,1,2.03,1,404,18.6,100.0,Below Target
REC-023079,2024-06-12,2024,Jun,Q2,Marketing,Asia Pacific,Enterprise Suite,Inbound,EMP-0071,CC-100,84455.78,58067.92,26387.86,31.2,4,12,33.3,8.0,44,189,14.6,25.2,68.8,793.93,3393.86,4.27,97,41,2.19,1,53,11.5,99.06,On Track
REC-023080,2023-11-24,2023,Nov,Q4,Finance,Latin America,Pro Plan,Partner,EMP-0145,CC-200,27923.14,17905.9,10017.24,35.9,4,7,57.1,8.3,54,148,16.9,26.4,68.0,899.41,3955.21,4.4,39,10,2.3,1,77,26.0,98.2,Above Target
REC-023081,2024-11-10,2024,Nov,Q4,Marketing,Latin America,Add-On Services,Online,EMP-0020,CC-400,4686.5,3492.43,1194.07,25.5,3,16,18.8,6.3,23,138,18.2,19.9,61.6,807.39,4319.64,5.35,23,29,2.17,1,445,9.3,99.2,Below Target
REC-023082,2023-04-15,2023,Apr,Q2,Finance,North America,Enterprise Suite,Inbound,EMP-0013,CC-200,120209.88,63831.99,56377.89,46.9,4,19,21.1,8.9,33,163,17.6,34.3,92.0,932.98,6052.49,6.49,17,44,1.26,1,106,23.2,99.67,Above Target
REC-023083,2023-09-11,2023,Sep,Q3,Operations,North America,Enterprise Suite,Online,EMP-0080,CC-200,53254.63,36482.7,16771.93,31.5,3,12,25.0,6.3,26,75,5.3,15.9,63.4,1242.76,5584.1,4.49,13,21,1.86,0,36,24.2,98.36,Below Target
REC-023084,2024-10-12,2024,Oct,Q4,Operations,Asia Pacific,Consulting,Partner,EMP-0198,CC-200,37371.84,23895.61,13476.23,36.1,2,17,11.8,6.5,58,56,12.2,32.8,89.7,1539.46,7244.05,4.71,132,42,2.84,1,143,20.6,99.27,Above Target
REC-023085,2022-01-27,2022,Jan,Q1,Marketing,MEA,Starter Pack,Inbound,EMP-0028,CC-300,4540.76,3614.49,926.27,20.4,2,10,20.0,6.9,22,32,11.9,32.9,71.0,1553.81,9649.27,6.21,35,48,1.15,0,148,15.6,98.68,On Track
REC-023086,2024-03-23,2024,Mar,Q1,Customer Success,North America,Enterprise Suite,Outbound,EMP-0012,CC-300,80184.66,41513.33,38671.33,48.2,0,13,0.0,5.1,16,42,16.0,10.2,91.6,1668.92,5975.3,3.58,46,25,4.29,1,447,17.1,99.19,Below Target
REC-023087,2023-02-19,2023,Feb,Q1,Marketing,North America,Add-On Services,Direct Sales,EMP-0180,CC-400,8110.68,6128.17,1982.51,24.4,0,18,0.0,7.0,47,109,12.1,20.6,76.9,1794.25,3965.83,2.21,91,48,2.9,0,204,11.3,98.87,On Track
REC-023088,2024-06-09,2024,Jun,Q2,Sales,MEA,Starter Pack,Direct Sales,EMP-0188,CC-100,2232.95,1205.71,1027.24,46.0,0,7,0.0,8.0,26,11,14.3,19.2,78.0,878.44,3683.1,4.19,129,33,1.41,1,105,13.7,99.49,Below Target
REC-023089,2023-11-24,2023,Nov,Q4,Marketing,Europe,Pro Plan,Partner,EMP-0183,CC-300,29228.08,23264.64,5963.44,20.4,0,6,0.0,7.3,65,196,20.8,35.0,61.8,1124.84,3128.13,2.78,123,25,2.17,1,354,28.3,99.0,Above Target
REC-023090,2024-01-06,2024,Jan,Q1,Legal,Europe,Starter Pack,Direct Sales,EMP-0042,CC-100,5926.53,3787.79,2138.74,36.1,4,1,400.0,6.5,54,73,17.4,22.1,63.1,1855.54,12137.69,6.54,18,16,1.22,1,410,19.4,99.49,Above Target
REC-023091,2023-06-29,2023,Jun,Q2,Customer Success,North America,Starter Pack,Outbound,EMP-0181,CC-300,4524.32,3125.44,1398.88,30.9,3,16,18.8,8.1,29,166,19.8,12.4,68.2,936.36,3540.51,3.78,115,14,3.14,1,457,19.0,99.47,On Track
REC-023092,2024-01-01,2024,Jan,Q1,Customer Success,MEA,Enterprise Suite,Partner,EMP-0017,CC-200,85867.84,48452.48,37415.36,43.6,0,5,0.0,6.2,46,136,11.8,22.7,75.1,1920.67,4796.12,2.5,35,42,4.04,1,170,25.7,99.31,On Track
REC-023093,2022-07-07,2022,Jul,Q3,Operations,Europe,Enterprise Suite,Online,EMP-0018,CC-200,68708.14,42450.05,26258.09,38.2,4,2,200.0,10.0,47,170,6.1,27.6,70.4,1009.5,5307.32,5.26,86,33,4.46,1,484,23.5,98.65,Below Target
REC-023094,2022-12-25,2022,Dec,Q4,Sales,Asia Pacific,Add-On Services,Inbound,EMP-0047,CC-400,7207.34,4787.9,2419.44,33.6,2,15,13.3,9.6,39,170,15.8,27.0,93.1,819.18,2217.2,2.71,37,36,6.31,1,455,17.2,99.39,Below Target
REC-023095,2022-03-02,2022,Mar,Q1,Operations,Asia Pacific,Enterprise Suite,Outbound,EMP-0155,CC-500,67415.65,41901.93,25513.72,37.8,3,9,33.3,7.2,53,72,16.3,34.8,71.2,799.91,3181.38,3.98,67,38,2.97,0,296,21.1,99.07,Below Target
REC-023096,2022-08-22,2022,Aug,Q3,Operations,Asia Pacific,Pro Plan,Inbound,EMP-0092,CC-200,19342.8,14225.07,5117.73,26.5,1,11,9.1,8.5,53,54,9.5,18.0,88.5,1266.98,6087.59,4.8,103,15,4.75,1,495,27.2,98.11,Below Target
REC-023097,2023-08-23,2023,Aug,Q3,Sales,Europe,Add-On Services,Partner,EMP-0093,CC-300,8704.76,4231.31,4473.45,51.4,2,8,25.0,6.9,57,177,14.6,29.7,61.1,644.95,2299.9,3.57,102,13,4.72,1,290,8.1,98.29,Above Target
REC-023098,2022-06-08,2022,Jun,Q2,Customer Success,Asia Pacific,Pro Plan,Partner,EMP-0083,CC-300,16438.64,9234.6,7204.04,43.8,3,3,100.0,7.2,23,12,15.1,28.6,58.4,1570.44,4218.26,2.69,63,9,3.9,1,469,17.6,99.28,Below Target
REC-023099,2023-05-25,2023,May,Q2,Operations,Europe,Enterprise Suite,Outbound,EMP-0172,CC-100,88347.82,61930.99,26416.83,29.9,3,7,42.9,8.2,57,118,9.7,18.4,40.6,1072.45,4332.1,4.04,87,16,3.01,1,79,17.7,99.29,On Track
REC-023100,2022-07-05,2022,Jul,Q3,IT,MEA,Consulting,Online,EMP-0005,CC-200,31351.78,22534.51,8817.27,28.1,4,18,22.2,7.3,13,171,4.9,30.4,69.3,1061.14,6274.59,5.91,138,10,4.57,1,494,13.9,98.68,Below Target
REC-023101,2024-06-02,2024,Jun,Q2,Marketing,Asia Pacific,Pro Plan,Inbound,EMP-0173,CC-200,22583.95,15212.84,7371.11,32.6,4,6,66.7,6.0,22,125,16.6,21.3,65.1,849.91,2043.24,2.4,132,1,3.47,1,139,19.9,99.16,Below Target
REC-023102,2024-10-27,2024,Oct,Q4,Marketing,North America,Consulting,Direct Sales,EMP-0162,CC-500,34387.64,25199.52,9188.12,26.7,0,1,0.0,9.8,51,148,17.3,19.7,79.6,808.74,4305.18,5.32,147,44,4.72,0,305,20.9,98.46,On Track
REC-023103,2024-01-22,2024,Jan,Q1,Finance,Europe,Pro Plan,Direct Sales,EMP-0034,CC-500,24945.24,14913.41,10031.83,40.2,2,2,100.0,9.2,47,74,12.4,24.4,80.4,1516.25,4682.35,3.09,74,16,3.05,1,326,10.2,100.0,On Track
REC-023104,2022-11-07,2022,Nov,Q4,Marketing,MEA,Pro Plan,Partner,EMP-0126,CC-300,19811.1,13490.5,6320.6,31.9,0,2,0.0,7.4,50,66,17.1,36.1,89.1,1083.88,6065.83,5.6,130,35,3.81,1,119,18.9,98.44,Below Target
REC-023105,2022-03-31,2022,Mar,Q1,Operations,MEA,Enterprise Suite,Direct Sales,EMP-0183,CC-500,98676.54,65767.45,32909.09,33.4,1,9,11.1,8.6,25,47,11.5,31.9,80.8,1286.21,7742.69,6.02,77,35,4.38,1,498,24.1,98.84,Above Target
REC-023106,2023-12-05,2023,Dec,Q4,Operations,Asia Pacific,Add-On Services,Inbound,EMP-0129,CC-200,10243.99,6811.76,3432.23,33.5,1,18,5.6,6.6,17,159,11.1,22.3,82.0,1634.52,4411.01,2.7,49,46,3.07,1,96,17.8,99.04,Above Target
REC-023107,2022-02-06,2022,Feb,Q1,IT,MEA,Pro Plan,Inbound,EMP-0109,CC-400,25738.7,18983.49,6755.21,26.2,1,11,9.1,9.0,31,92,14.2,27.9,86.8,451.84,2398.18,5.31,49,14,2.37,1,494,20.4,99.52,Above Target
REC-023108,2023-01-23,2023,Jan,Q1,Sales,Europe,Starter Pack,Direct Sales,EMP-0077,CC-100,5597.63,2795.22,2802.41,50.1,0,19,0.0,8.9,39,73,15.4,19.6,75.2,1217.6,4835.97,3.97,29,25,3.43,1,272,31.6,100.0,Above Target
REC-023109,2023-09-18,2023,Sep,Q3,IT,Europe,Starter Pack,Outbound,EMP-0148,CC-100,5741.45,4165.5,1575.95,27.4,4,6,66.7,6.5,15,62,18.8,12.4,76.8,1105.2,6506.56,5.89,66,31,2.67,1,164,17.2,99.52,Above Target
REC-023110,2022-02-16,2022,Feb,Q1,IT,Europe,Add-On Services,Direct Sales,EMP-0198,CC-300,6154.94,5210.2,944.74,15.3,3,4,75.0,8.2,35,168,13.9,33.0,99.6,316.04,1468.71,4.65,65,38,3.05,1,180,23.7,99.42,Below Target
REC-023111,2024-08-29,2024,Aug,Q3,Operations,MEA,Pro Plan,Inbound,EMP-0199,CC-200,23428.96,18080.88,5348.08,22.8,4,2,200.0,8.7,17,27,14.5,32.1,82.4,464.54,1569.96,3.38,24,26,3.58,1,124,12.1,98.19,On Track
REC-023112,2024-08-20,2024,Aug,Q3,Operations,Asia Pacific,Enterprise Suite,Inbound,EMP-0134,CC-400,100513.49,70966.12,29547.37,29.4,4,8,50.0,10.0,54,100,11.8,37.5,83.9,905.84,4603.83,5.08,93,36,3.87,0,39,15.5,99.0,Above Target
REC-023113,2023-06-06,2023,Jun,Q2,HR,Europe,Consulting,Inbound,EMP-0115,CC-500,36194.41,30603.18,5591.23,15.4,1,11,9.1,8.2,43,10,17.9,11.6,78.0,1377.62,7944.61,5.77,132,43,5.47,1,264,21.0,98.05,On Track
REC-023114,2024-07-06,2024,Jul,Q3,Legal,MEA,Pro Plan,Inbound,EMP-0183,CC-400,28209.3,14956.78,13252.52,47.0,1,19,5.3,8.6,40,132,13.3,29.6,94.1,887.11,3599.74,4.06,14,42,0.5,1,235,16.4,99.5,Above Target
REC-023115,2023-06-18,2023,Jun,Q2,Customer Success,Europe,Starter Pack,Partner,EMP-0125,CC-500,5211.31,2599.73,2611.58,50.1,4,18,22.2,6.1,52,162,13.3,18.8,63.9,739.21,4850.47,6.56,16,27,1.46,1,131,13.6,99.03,Above Target
REC-023116,2024-09-21,2024,Sep,Q3,IT,North America,Enterprise Suite,Inbound,EMP-0031,CC-400,71142.07,61581.22,9560.85,13.4,0,7,0.0,6.8,29,132,19.3,21.5,88.8,1088.39,5547.72,5.1,79,42,2.58,1,395,16.8,98.34,Below Target
REC-023117,2024-01-06,2024,Jan,Q1,Sales,Europe,Starter Pack,Inbound,EMP-0106,CC-100,4986.84,2476.82,2510.02,50.3,1,3,33.3,6.3,1,102,16.2,35.9,59.2,1304.56,7782.58,5.97,148,41,1.82,1,397,17.7,98.84,Above Target
REC-023118,2022-12-16,2022,Dec,Q4,Sales,Europe,Starter Pack,Partner,EMP-0134,CC-100,6237.58,3813.0,2424.58,38.9,4,18,22.2,7.5,39,117,13.1,28.2,53.6,1862.52,9319.52,5.0,18,16,3.94,1,23,24.3,99.3,Above Target
REC-023119,2022-10-22,2022,Oct,Q4,Marketing,Latin America,Consulting,Direct Sales,EMP-0165,CC-200,36715.97,24109.08,12606.89,34.3,2,10,20.0,7.0,35,180,12.3,23.7,95.6,1381.28,5874.07,4.25,28,28,2.91,1,67,23.5,97.79,On Track
REC-023120,2022-12-22,2022,Dec,Q4,Operations,Europe,Enterprise Suite,Online,EMP-0081,CC-300,81161.14,48123.81,33037.33,40.7,0,9,0.0,5.7,55,50,13.2,7.6,62.9,1258.21,6621.54,5.26,20,10,1.48,1,415,25.6,98.46,On Track
REC-023121,2022-06-05,2022,Jun,Q2,IT,Asia Pacific,Add-On Services,Partner,EMP-0189,CC-300,6974.58,3853.47,3121.11,44.7,1,12,8.3,8.3,65,26,14.9,19.0,74.7,1361.87,7017.61,5.15,25,49,3.51,1,389,16.5,98.99,Below Target
REC-023122,2024-07-22,2024,Jul,Q3,Marketing,MEA,Consulting,Inbound,EMP-0050,CC-300,29871.89,21606.76,8265.13,27.7,3,4,75.0,8.6,84,13,18.7,28.5,98.0,1000.66,3254.44,3.25,98,33,4.03,1,278,16.1,100.0,Below Target
REC-023123,2022-05-26,2022,May,Q2,Sales,North America,Enterprise Suite,Outbound,EMP-0113,CC-100,56719.76,33783.74,22936.02,40.4,3,4,75.0,7.8,55,65,12.4,16.2,79.4,1758.32,12072.17,6.87,33,18,2.52,1,427,20.7,99.57,Below Target
REC-023124,2023-10-26,2023,Oct,Q4,Sales,Asia Pacific,Pro Plan,Online,EMP-0022,CC-100,32104.68,15905.12,16199.56,50.5,3,18,16.7,6.3,39,38,16.6,27.6,90.2,1258.41,6602.35,5.25,130,25,3.18,1,404,21.6,99.6,Above Target
REC-023125,2024-12-26,2024,Dec,Q4,Sales,Asia Pacific,Pro Plan,Inbound,EMP-0090,CC-400,27027.12,14628.9,12398.22,45.9,0,9,0.0,6.2,26,111,13.4,18.5,71.0,1250.06,5477.35,4.38,100,42,2.41,1,142,27.5,99.2,Above Target
REC-023126,2022-12-23,2022,Dec,Q4,Sales,Asia Pacific,Consulting,Outbound,EMP-0026,CC-100,35853.25,24357.45,11495.8,32.1,4,19,21.1,7.2,79,24,17.7,22.3,71.1,1379.98,6665.21,4.83,48,27,1.66,1,468,20.6,99.03,On Track
REC-023127,2022-12-01,2022,Dec,Q4,Sales,Asia Pacific,Enterprise Suite,Partner,EMP-0014,CC-100,106574.35,71788.36,34785.99,32.6,1,15,6.7,4.9,52,129,18.9,22.2,78.1,1524.29,12154.75,7.97,119,48,2.89,1,315,21.7,99.8,Above Target
REC-023128,2024-12-24,2024,Dec,Q4,Operations,North America,Enterprise Suite,Partner,EMP-0075,CC-200,92082.46,54258.36,37824.1,41.1,0,9,0.0,7.6,39,142,20.0,20.8,76.5,1073.23,4162.18,3.88,128,48,2.91,1,56,18.7,99.28,Above Target
REC-023129,2023-11-22,2023,Nov,Q4,Sales,Asia Pacific,Pro Plan,Outbound,EMP-0173,CC-200,33907.89,17080.41,16827.48,49.6,2,17,11.8,9.2,8,137,13.9,17.2,62.8,1543.15,4732.11,3.07,65,20,4.29,1,424,12.0,100.0,Above Target
REC-023130,2023-12-31,2023,Dec,Q4,Operations,Asia Pacific,Enterprise Suite,Online,EMP-0109,CC-500,122578.78,94186.41,28392.37,23.2,4,13,30.8,8.1,45,147,20.3,27.0,95.8,2513.95,13113.46,5.22,11,5,2.44,1,57,17.7,98.24,Above Target
REC-023131,2023-03-16,2023,Mar,Q1,Sales,Asia Pacific,Pro Plan,Direct Sales,EMP-0199,CC-500,22998.12,10150.4,12847.72,55.9,1,8,12.5,7.9,44,97,14.8,28.1,82.9,1530.48,9801.8,6.4,67,24,0.72,1,39,23.0,98.77,On Track
REC-023132,2024-06-22,2024,Jun,Q2,Marketing,North America,Starter Pack,Direct Sales,EMP-0193,CC-200,5806.58,4440.92,1365.66,23.5,4,1,400.0,5.5,47,130,11.4,22.0,91.7,872.87,4410.28,5.05,125,44,2.36,0,303,17.5,98.38,Above Target
REC-023133,2024-08-27,2024,Aug,Q3,Operations,Europe,Starter Pack,Direct Sales,EMP-0100,CC-300,6974.43,4533.41,2441.02,35.0,3,3,100.0,5.5,58,148,10.6,28.0,87.6,1428.49,8453.9,5.92,46,40,1.69,0,333,12.8,99.93,Above Target
REC-023134,2024-09-09,2024,Sep,Q3,Legal,Europe,Pro Plan,Online,EMP-0192,CC-300,17547.13,9717.01,7830.12,44.6,2,7,28.6,8.2,36,68,18.1,26.1,91.2,714.26,2759.24,3.86,52,10,5.09,0,250,15.0,99.23,Below Target
REC-023135,2024-05-12,2024,May,Q2,Sales,Latin America,Add-On Services,Outbound,EMP-0132,CC-100,6236.01,3631.77,2604.24,41.8,1,11,9.1,5.8,-2,138,15.1,31.7,78.6,1169.5,4578.64,3.92,79,23,4.39,1,404,15.7,98.39,Below Target
REC-023136,2022-03-22,2022,Mar,Q1,HR,North America,Pro Plan,Outbound,EMP-0127,CC-100,31969.3,22819.63,9149.67,28.6,4,2,200.0,9.4,49,183,17.4,36.5,67.3,1006.73,2724.93,2.71,21,17,2.1,1,405,10.0,98.95,Above Target
REC-023137,2022-12-12,2022,Dec,Q4,Sales,North America,Add-On Services,Inbound,EMP-0198,CC-100,9702.64,5390.15,4312.49,44.4,4,18,22.2,9.8,21,110,16.9,31.6,90.8,654.37,2771.75,4.24,18,42,1.22,1,63,22.2,98.98,Above Target
REC-023138,2023-11-29,2023,Nov,Q4,Operations,MEA,Pro Plan,Direct Sales,EMP-0177,CC-500,15734.87,10706.98,5027.89,32.0,2,17,11.8,8.7,52,128,16.8,32.7,80.3,626.95,4856.88,7.75,124,2,3.71,0,347,14.7,100.0,Below Target
REC-023139,2024-02-15,2024,Feb,Q1,HR,Latin America,Add-On Services,Direct Sales,EMP-0105,CC-400,8469.18,4803.58,3665.6,43.3,2,1,200.0,7.7,39,132,8.5,24.0,77.2,319.51,1727.2,5.41,97,47,2.01,1,83,16.3,98.84,Above Target
REC-023140,2023-02-27,2023,Feb,Q1,Marketing,Europe,Add-On Services,Direct Sales,EMP-0043,CC-100,9472.89,6848.54,2624.35,27.7,3,6,50.0,6.0,45,27,13.9,12.5,83.0,873.3,3985.37,4.56,85,22,2.3,1,430,18.5,100.0,Above Target
REC-023141,2024-08-22,2024,Aug,Q3,Operations,North America,Add-On Services,Direct Sales,EMP-0192,CC-100,8411.6,5236.94,3174.66,37.7,0,11,0.0,5.3,43,128,12.0,20.2,83.4,823.02,2927.72,3.56,137,40,4.5,1,158,21.7,99.07,Above Target
REC-023142,2022-12-21,2022,Dec,Q4,Sales,Latin America,Pro Plan,Inbound,EMP-0178,CC-500,21105.82,10274.92,10830.9,51.3,2,16,12.5,7.9,66,183,15.7,18.2,99.4,1744.33,5378.11,3.08,62,25,3.16,1,358,11.8,98.18,Below Target
REC-023143,2024-04-12,2024,Apr,Q2,Operations,Europe,Starter Pack,Online,EMP-0161,CC-500,4622.71,2830.84,1791.87,38.8,1,18,5.6,7.5,83,142,15.9,27.1,70.4,1745.86,7249.77,4.15,88,13,3.12,1,186,8.2,99.4,On Track
REC-023144,2023-01-22,2023,Jan,Q1,HR,Asia Pacific,Enterprise Suite,Direct Sales,EMP-0053,CC-300,98316.1,61914.11,36401.99,37.0,2,7,28.6,7.7,47,74,15.2,16.3,81.9,900.87,3154.27,3.5,37,47,2.93,1,178,29.0,99.48,Above Target
REC-023145,2022-02-22,2022,Feb,Q1,Sales,Europe,Enterprise Suite,Inbound,EMP-0061,CC-200,59724.7,34387.68,25337.02,42.4,2,10,20.0,9.6,51,147,14.5,28.2,74.7,851.61,5438.39,6.39,121,9,3.1,1,457,30.0,99.34,Below Target
REC-023146,2022-04-13,2022,Apr,Q2,Finance,Europe,Enterprise Suite,Partner,EMP-0110,CC-500,82220.95,59093.16,23127.79,28.1,4,7,57.1,6.9,42,69,19.8,6.3,79.3,827.94,3352.17,4.05,88,40,3.17,1,47,6.7,98.48,On Track
REC-023147,2023-06-22,2023,Jun,Q2,Sales,North America,Enterprise Suite,Partner,EMP-0150,CC-200,52831.36,25334.12,27497.24,52.0,4,12,33.3,9.8,24,23,15.4,15.6,83.6,883.57,2584.32,2.92,133,45,4.49,1,479,14.5,99.94,Below Target
REC-023148,2024-10-04,2024,Oct,Q4,Sales,Europe,Enterprise Suite,Direct Sales,EMP-0098,CC-100,115075.51,66144.42,48931.09,42.5,4,3,133.3,10.0,41,186,11.2,27.5,94.6,1069.39,3539.48,3.31,83,27,1.27,1,360,20.6,99.22,Above Target
REC-023149,2022-10-17,2022,Oct,Q4,IT,North America,Starter Pack,Direct Sales,EMP-0079,CC-400,5494.58,3733.55,1761.03,32.1,1,7,14.3,7.9,38,132,13.8,25.9,47.3,1022.76,6213.05,6.07,21,49,2.95,0,44,18.1,99.39,Above Target
REC-023150,2023-01-14,2023,Jan,Q1,Finance,MEA,Enterprise Suite,Partner,EMP-0190,CC-500,79242.11,45303.57,33938.54,42.8,2,8,25.0,7.1,67,99,11.5,20.2,67.9,1247.43,6460.99,5.18,64,24,1.37,1,470,18.9,98.99,Below Target
REC-023151,2022-04-22,2022,Apr,Q2,Customer Success,North America,Starter Pack,Outbound,EMP-0047,CC-100,2972.1,1822.0,1150.1,38.7,4,10,40.0,8.8,35,182,15.5,15.5,78.5,608.18,3662.01,6.02,71,12,4.15,0,67,7.6,98.96,Below Target
REC-023152,2023-08-02,2023,Aug,Q3,Operations,North America,Enterprise Suite,Inbound,EMP-0055,CC-100,90392.82,59863.45,30529.37,33.8,1,7,14.3,9.2,33,51,17.3,21.8,66.4,872.98,4531.28,5.19,130,20,2.74,1,449,26.7,99.64,Above Target
REC-023153,2024-12-30,2024,Dec,Q4,Sales,Europe,Starter Pack,Inbound,EMP-0163,CC-300,5519.89,2819.3,2700.59,48.9,4,14,28.6,7.8,43,88,16.1,27.7,88.4,1755.38,9162.32,5.22,129,38,1.48,1,405,10.6,98.55,Above Target
REC-023154,2022-04-22,2022,Apr,Q2,HR,MEA,Pro Plan,Outbound,EMP-0150,CC-300,34194.12,25907.39,8286.73,24.2,4,1,400.0,7.6,62,116,4.3,7.5,85.6,1084.83,7066.73,6.51,70,23,4.26,1,307,20.2,98.58,Above Target
REC-023155,2023-12-23,2023,Dec,Q4,Customer Success,Latin America,Starter Pack,Outbound,EMP-0156,CC-200,2782.54,1563.41,1219.13,43.8,0,4,0.0,6.7,20,186,12.3,28.0,90.0,1012.75,6821.33,6.74,123,7,3.58,1,220,4.0,98.25,Below Target
REC-023156,2023-02-27,2023,Feb,Q1,HR,Asia Pacific,Starter Pack,Online,EMP-0082,CC-400,5837.29,4264.28,1573.01,26.9,0,7,0.0,8.8,8,142,7.5,21.2,69.2,949.49,3688.21,3.88,113,2,2.43,1,389,18.4,99.57,Above Target
REC-023157,2022-06-09,2022,Jun,Q2,Operations,North America,Enterprise Suite,Online,EMP-0198,CC-300,127610.75,87207.18,40403.57,31.7,2,19,10.5,6.8,42,90,16.6,32.1,73.5,1483.12,7511.74,5.06,64,15,3.52,1,425,9.3,99.24,Above Target
REC-023158,2022-02-02,2022,Feb,Q1,Operations,North America,Pro Plan,Outbound,EMP-0128,CC-200,36953.15,24409.84,12543.31,33.9,3,19,15.8,7.3,21,107,7.9,23.1,84.2,1142.86,4907.45,4.29,114,22,3.19,0,143,15.9,99.56,Above Target
REC-023159,2024-03-11,2024,Mar,Q1,Legal,North America,Consulting,Online,EMP-0138,CC-100,38944.23,24309.54,14634.69,37.6,2,14,14.3,8.1,29,90,11.8,41.3,70.4,993.6,4098.41,4.12,9,40,3.7,1,223,17.2,99.79,Above Target
